order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price
2177.0,12192.0,Joseph Murphy,24,Sausages,Computers,Bank Transfer,30,307.1
2178.0,7286.0,Richard Young,12,Sleek Tuna,Outdoors,Debit Card,2,325.96
2179.0,8204.0,Dr. Joel Allen,13,Awesome Pants,Outdoors,Bank Transfer,6,767.6
2180.0,4752.0,Samantha Wilson,55,Fantastic Concrete Computer,Tools,Debit Card,99,347.77
2181.0,262.0,Joseph Owens,61,Tuna,Games,Bank Transfer,45,853.0
2182.0,10759.0,Dean Harris,50,Sleek Granite Tuna,Baby,Credit Card,4,1333.44
2183.0,12053.0,David Barnes,100,Mouse,Tools,Wallet,18,695.39
2184.0,8631.0,Laura Olson,70,Keyboard,Sports,Wallet,62,422.75
2185.0,10231.0,Austin Palmer,41,Generic Hat,Baby,Credit Card,74,1213.25
2186.0,1503.0,Carl Jackson,6,Metal Cheese,Electronics,N/A,77,745.31
2187.0,994.0,Olivia Spencer,77,Generic Plastic Pants,Clothing,UPI,63,1758.26
2188.0,9532.0,Robert Bryant,72,Used Concrete Computer,Grocery,Debit Card,23,1725.25
2189.0,14388.0,Jamie Reyes,81,Refined Chicken,Games,Bank Transfer,1,1815.75
2190.0,6868.0,Rebecca Diaz,84,Awesome Steel Chips,Toys,Wallet,55,997.24
2191.0,6625.0,Justin Myers,13,Awesome Frozen Pants,Computers,Bank Transfer,82,1811.42
2192.0,2488.0,Tiffany Watson,26,Frozen Chips,Games,Debit Card,30,959.42
2193.0,8995.0,Angela Hall,69,Ergonomic Salad,Tools,Credit Card,7,528.14
2194.0,7646.0,James Nguyen,72,Computer,Books,Bank Transfer,37,369.72
2195.0,13911.0,Edward Anderson,55,Fantastic Concrete Computer,Tools,Bank Transfer,77,347.77
2196.0,7482.0,Laura Jones MD,91,Concrete Computer,Sports,Bank Transfer,80,1248.86
2197.0,11656.0,Jessica Lee,93,Tuna,Games,Bank Transfer,15,853.0
2198.0,13241.0,Megan Evans,27,Cotton Pizza,Computers,Wallet,23,642.72
2199.0,10097.0,Jonathan Scott,76,Shoes,Music,Debit Card,31,1036.25
2200.0,9336.0,Erica Lewis,23,Rustic Steel Shirt,Garden,Bank Transfer,95,1061.5
2201.0,11071.0,Caitlin Nelson,94,Incredible Fish,Baby,Bank Transfer,18,734.24
2202.0,8345.0,Jennifer Shelton DVM,61,Soft Tuna,Sports,Wallet,75,551.57
2203.0,12230.0,Robert Kelly,40,Soap,Sports,Bank Transfer,53,633.73
2204.0,7177.0,Caitlyn Bruce,57,Handcrafted Fresh Car,Jewelery,Wallet,85,186.81
2205.0,13810.0,Patricia Jones,22,,Grocery,Wallet,82,1488.7
2206.0,8659.0,Brooke Patterson,35,Generic Concrete Fish,Automotive,Credit Card,100,1937.6
2207.0,3634.0,Dennis Rojas,95,Tasty Fish,Sports,Wallet,41,1077.28
2208.0,7454.0,Robert Leon,87,Soft Mouse,Electronics,UPI,19,69.65
2209.0,5801.0,Mark Olson,52,Ergonomic Soft Pants,Music,Wallet,6,1788.66
2210.0,12113.0,Kathryn White,98,Gently Used Steel Shoes,Toys,UPI,20,387.1
2211.0,7300.0,Judy Miller,11,Soap,Sports,Credit Card,14,633.73
2212.0,10599.0,Dr. David Hunt,74,Bacon,Jewelery,Credit Card,95,556.2
2213.0,2611.0,Douglas Reid,41,Hat,Sports,Bank Transfer,29,1967.38
2214.0,12026.0,Cynthia Aguilar,15,Ball,Garden,Wallet,64,705.26
2215.0,9545.0,Brian Jones,27,Unbranded Cotton Pizza,Beauty,Wallet,62,894.7
2216.0,9128.0,Seth Williams,22,Steel Mouse,Grocery,Debit Card,41,1488.7
2217.0,14112.0,Thomas York,44,Tasty Towels,Clothing,Debit Card,52,1991.37
2218.0,8554.0,Brian Irwin,72,Used Computer,Clothing,UPI,16,1624.2
2219.0,1533.0,Lisa Lee,63,Soap,Sports,Credit Card,39,633.73
2220.0,5338.0,Christopher Carter,69,Salad,Tools,Debit Card,64,1761.6
2221.0,13816.0,Carolyn Hill,4,Wooden Gloves,Sports,Bank Transfer,94,1532.2
2222.0,1295.0,Robert Bean,89,Cotton Computer,Music,Debit Card,79,1220.33
2223.0,6546.0,Benjamin Palmer,23,Rustic Steel Shirt,Garden,Bank Transfer,30,1061.5
2224.0,739.0,Michael Mendoza,48,Generic Fish,Industrial,Debit Card,76,1522.54
2225.0,6791.0,Erika Hamilton,88,Fantastic Hat,Books,UPI,100,585.25
2226.0,2904.0,Holly Davis,90,Rustic Ball,Grocery,Debit Card,86,58.59
2227.0,9351.0,Michael Davis,41,Hat,Sports,Debit Card,64,1967.38
2228.0,4412.0,Tyler Chapman,61,Incredible Soft Tuna,Games,UPI,97,1436.15
2229.0,3869.0,David Dean,38,Licensed Pizza,Tools,Debit Card,21,655.43
2230.0,2730.0,Jason Anderson,37,Wooden Salad,Undefined,Credit Card,20,822.15
2231.0,13540.0,John Gregory,89,Cotton Computer,Music,Debit Card,30,1220.33
2232.0,12512.0,Claudia Williams,10,Rubber Cheese,Baby,Credit Card,1,1921.51
2233.0,7517.0,Ryan Reyes,64,Intelligent Frozen Tuna,Computers,Wallet,85,100.23
2234.0,11481.0,Jonathan Cole,44,Towels,Shoes,Credit Card,83,1502.13
2235.0,9426.0,Jessica Wheeler,67,Intelligent Computer,Garden,Credit Card,3,1758.83
2236.0,10782.0,Toni Sullivan,77,Plastic Pants,Clothing,Credit Card,39,240.78
2237.0,11345.0,Mark Wright,46,Handmade Steel Computer,Beauty,Wallet,8,1622.98
2238.0,9924.0,Katherine Williams,20,Gorgeous Cotton Chips,Outdoors,Wallet,22,318.9
2239.0,1132.0,Tammy Thompson,16,Unbranded Shoes,Music,Debit Card,66,1811.75
2240.0,1063.0,William Weaver,36,Steel Table,Electronics,Bank Transfer,76,1261.78
2241.0,3653.0,Thomas Ruiz,42,Intelligent Pizza,Games,Bank Transfer,77,1687.25
2242.0,10535.0,Douglas Cooper,17,Chicken,Games,Bank Transfer,79,1124.22
2243.0,7981.0,Andrea Wallace,54,Soft Mouse,Electronics,UPI,50,69.65
2244.0,9914.0,Richard Williams,43,Awesome Car,Outdoors,UPI,93,117.26
2245.0,7427.0,Scott Watkins,51,Soft Gloves,Health,Bank Transfer,29,946.66
2246.0,13127.0,Joseph Baker,46,Handmade Steel Computer,Beauty,Debit Card,13,1622.98
2247.0,14864.0,Anna Moore,81,Refined Granite Chicken,Music,Wallet,38,1119.23
2248.0,5351.0,Janet Torres,4,Wooden Gloves,Sports,Wallet,55,1532.2
2249.0,7005.0,Donald Brown,5,Bacon,Jewelery,UPI,86,556.2
2250.0,8109.0,Andrea Vega,60,Awesome Shirt,Health,UPI,96,778.96
2251.0,630.0,Brittney Hunter MD,21,Licensed Rubber Bike,Baby,Credit Card,16,1764.42
2252.0,9923.0,Samantha Gutierrez,12,Tuna,Games,UPI,60,853.0
2253.0,1590.0,Mike Gill,81,Chicken,Games,UPI,45,1124.22
2254.0,11857.0,Jessica Crane,8,Handcrafted Rubber Gloves,Shoes,Wallet,34,278.46
2255.0,8279.0,Steven Durham,9,Used Granite Soap,Music,UPI,31,771.37
2256.0,6514.0,Alec Roberts,3,Gently Used Soft Gloves,Jewelery,Credit Card,91,1752.84
2257.0,14658.0,Patricia Brown,61,Incredible Soft Tuna,Games,UPI,18,1436.15
2258.0,6371.0,Brittany Smith,53,Fantastic Bacon,Jewelery,Debit Card,23,1485.29
2259.0,13487.0,Larry Bailey,4,Wooden Gloves,Sports,Debit Card,96,1532.2
2260.0,10384.0,Kelly Hansen,37,Used Salad,Music,Debit Card,47,19.87
2261.0,14091.0,Catherine Ware,40,Soap,Sports,Credit Card,44,633.73
2262.0,14986.0,Jeremiah Castillo,79,Refined Mouse,Industrial,UPI,88,1555.56
2263.0,2556.0,Aaron Mccoy,95,Tasty Fish,Sports,Debit Card,39,1077.28
2264.0,6083.0,Wanda Patterson,92,Tasty Fresh Towels,Home,Wallet,58,536.63
2265.0,10111.0,Donna Watts,33,Frozen Cheese,Sports,Credit Card,24,799.86
2266.0,8884.0,Nancy Newton,53,Bacon,Jewelery,UPI,16,556.2
2267.0,11457.0,Dean Holden,71,Table,Baby,UPI,46,1475.53
2268.0,4658.0,Jennifer Garcia,52,Soft Pants,Garden,Debit Card,4,405.53
2269.0,4741.0,Douglas Soto,97,Licensed Ball,Outdoors,Wallet,74,1049.85
2270.0,4897.0,Shawn Walker,94,Incredible Wooden Fish,Movies,Credit Card,4,1823.85
2271.0,7948.0,Sherri Hess,87,Fantastic Mouse,Clothing,UPI,18,1609.2
2272.0,13572.0,Michael Patterson,96,Generic Shoes,Electronics,UPI,50,1721.46
2273.0,2949.0,Heidi Hebert,91,Gently Used Concrete Computer,Toys,Credit Card,38,742.42
2274.0,1574.0,Mr. Robert Buchanan,31,Unbranded Wooden Chair,Movies,Wallet,95,1508.98
2275.0,8908.0,Stacy Murray,10,Ergonomic Cheese,Toys,UPI,65,286.79
2276.0,6048.0,Ashley Barber,79,Refined Granite Mouse,Industrial,Debit Card,24,1315.5
2277.0,13792.0,Charles Tyler,66,Awesome Computer,Baby,UPI,20,1824.39
2278.0,5428.0,Lisa Morales,92,Tasty Fresh Towels,Home,Bank Transfer,72,536.63
2279.0,5929.0,Gary Powers,87,Fantastic Soft Mouse,Shoes,Bank Transfer,77,417.67
2280.0,4274.0,Jerry Jones,18,Intelligent Frozen Bike,Music,Credit Card,93,549.84
2281.0,7285.0,Amy Hardy,91,Concrete Computer,Sports,Debit Card,68,1248.86
2282.0,8680.0,Michael Taylor,8,Gloves,Clothing,UPI,60,899.27
2283.0,4188.0,Rachel Klein,55,Computer,Books,UPI,75,369.72
2284.0,282.0,Teresa Castillo,75,Soap,Sports,Debit Card,41,633.73
2285.0,5525.0,Christopher Reynolds,64,Tuna,Games,Credit Card,93,853.0
2286.0,7579.0,Sarah Montgomery,10,Ergonomic Cheese,Toys,UPI,82,286.79
2287.0,568.0,Joshua Morrow,19,Ergonomic Salad,Tools,Debit Card,61,528.14
2288.0,3514.0,Christopher Lewis,61,Incredible Tuna,Electronics,Wallet,96,1357.75
2289.0,703.0,Christopher Bonilla,69,Ergonomic Salad,Tools,Bank Transfer,90,528.14
2290.0,11186.0,Ryan Torres,3,Soft Gloves,Health,UPI,89,946.66
2291.0,4463.0,Mark Vega,37,Used Salad,Music,Debit Card,75,19.87
2292.0,7852.0,Tiffany Long,29,Granite Fish,Health,Bank Transfer,29,1952.92
2293.0,4787.0,Michael Mitchell,42,Intelligent Steel Pizza,Industrial,Bank Transfer,18,527.47
2294.0,3047.0,Roberto Moss,98,Gently Used Steel Shoes,Toys,UPI,21,387.1
2295.0,4921.0,Peter Jenkins,68,Soft Chips,Garden,Bank Transfer,24,1557.36
2296.0,1423.0,Kathleen Ferguson,44,Tasty Towels,Clothing,Debit Card,85,1991.37
2297.0,6353.0,Lynn Pacheco,6,Metal Cheese,Electronics,Credit Card,11,745.31
2298.0,3183.0,Cynthia Smith,55,Computer,Books,Credit Card,18,369.72
2299.0,209.0,Allison Sheppard,85,Wooden Ball,Baby,Credit Card,92,544.5
2300.0,11977.0,Linda Gutierrez,45,Metal Pants,Computers,Wallet,35,1970.97
2301.0,13528.0,Jerry Graham,14,Used Frozen Keyboard,Books,UPI,56,1419.16
2302.0,4943.0,Christina Bell,93,Gently Used Granite Tuna,Health,UPI,91,1254.51
2303.0,11488.0,Zachary Schneider MD,44,Towels,Shoes,Credit Card,60,1502.13
2304.0,11872.0,Cindy Morris,81,Refined Granite Chicken,Music,UPI,19,1119.23
2305.0,5735.0,Valerie Ramirez,30,Fish,Industrial,Debit Card,81,1713.0
2306.0,2745.0,Clifford Miller,75,Soap,Sports,Debit Card,81,633.73
2307.0,3380.0,Christopher Yu,54,Refined Soft Mouse,Clothing,UPI,3,1896.26
2308.0,12188.0,James Smith,81,Chicken,Games,Bank Transfer,40,1124.22
2309.0,3369.0,Mary Williams,3,Gloves,Clothing,Debit Card,63,899.27
2310.0,13220.0,Tina Thomas,35,Concrete Fish,Kids,Credit Card,83,514.36
2311.0,13383.0,David Patton,32,Fantastic Concrete Computer,Tools,Debit Card,26,347.77
2312.0,3965.0,Austin Jones,21,Bike,Clothing,Debit Card,64,1126.39
2313.0,3497.0,Maria Buckley,27,Unbranded Pizza,Automotive,Wallet,84,842.7
2314.0,7405.0,Mark Taylor,32,Fantastic Computer,Grocery,Wallet,4,89.93
2315.0,13419.0,James Pena,84,Steel Chips,Tools,Bank Transfer,52,1286.83
2316.0,13640.0,Maria Williams,61,Incredible Soft Tuna,Games,Bank Transfer,5,1436.15
2317.0,120.0,Chelsea Benton,86,Granite Chair,Grocery,Wallet,74,517.3
2318.0,10260.0,Karen Powell,46,Handmade Steel Computer,Beauty,Debit Card,8,1622.98
2319.0,9210.0,Rita Salazar,64,Tuna,Games,Wallet,98,853.0
2320.0,13135.0,Justin Smith,81,Chicken,Games,UPI,19,1124.22
2321.0,8606.0,Devin Boyd,45,Pants,Home,UPI,59,74.86
2322.0,12701.0,Timothy Nichols,81,Granite Chicken,Industrial,UPI,8,1733.0
2323.0,3337.0,Michael Gilbert,21,Licensed Bike,Sports,Wallet,2,216.64
2324.0,9039.0,Jamie Roberts,70,Metal Keyboard,Garden,Debit Card,32,1827.87
2325.0,13806.0,Sonya Gonzalez,11,New Metal Soap,Games,Debit Card,96,1996.1
2326.0,13511.0,Jessica Anderson,33,Frozen Cheese,Sports,UPI,75,799.86
2327.0,14459.0,Melinda Burns,24,Handmade Fresh Sausages,Automotive,Debit Card,92,1812.1
2328.0,8472.0,Raven Snyder,16,Unbranded Metal Shoes,Health,Credit Card,27,-1.0
2329.0,3959.0,Maria Cannon,8,Handcrafted Rubber Gloves,Shoes,Wallet,86,278.46
2330.0,9298.0,Debra Graham,8,Rubber Gloves,Electronics,Bank Transfer,12,323.59
2331.0,8435.0,Miguel Gray,66,Awesome Computer,Baby,Bank Transfer,19,1824.39
2332.0,14280.0,Tina Davis,10,Cheese,Shoes,Credit Card,82,1447.84
2333.0,8806.0,Karen Baker,71,Table,Baby,Debit Card,8,1475.53
2334.0,13372.0,Tiffany Mahoney,28,Gorgeous Keyboard,Garden,UPI,92,1452.57
2335.0,12730.0,Crystal Hughes,4,Awesome Gloves,Games,Bank Transfer,91,419.79
2336.0,11025.0,Jamie Mercer,12,Tuna,Games,Bank Transfer,57,853.0
2337.0,1051.0,Brian Ruiz,81,Granite Chicken,Industrial,UPI,58,1733.0
2338.0,2309.0,Stacy Calderon,34,Handcrafted Fresh Chicken,Games,UPI,36,1310.45
2339.0,10331.0,Justin Green,57,Car,Home,UPI,56,1543.38
2340.0,12790.0,Jennifer Curtis,93,Gently Used Tuna,Books,Wallet,69,535.16
2341.0,5072.0,Tamara Salazar,22,Practical Mouse,Games,Bank Transfer,13,1945.43
2342.0,10576.0,Miguel Jackson,93,Granite Tuna,Industrial,Credit Card,67,1698.27
2343.0,3772.0,Richard Rice,97,Granite Ball,Beauty,Debit Card,23,1933.85
2344.0,7511.0,Rachael Browning,20,Gorgeous Cotton Chips,Outdoors,UPI,12,318.9
2345.0,6298.0,Amy Collins,53,Bacon,Jewelery,Bank Transfer,29,556.2
2346.0,6743.0,Kelly Murphy,15,Small Soft Ball,Industrial,UPI,16,1526.71
2347.0,9936.0,Diana Mercado,19,Ergonomic Salad,Tools,Wallet,55,528.14
2348.0,13093.0,Terri King,66,Computer,Books,UPI,17,369.72
2349.0,5130.0,Phyllis Horton,12,Frozen Tuna,Toys,Wallet,65,1176.36
2350.0,1212.0,Elizabeth Roberts,86,New Granite Chair,Sports,Credit Card,45,1550.14
2351.0,9671.0,Lisa Gonzalez,13,Frozen Pants,Electronics,Debit Card,85,1847.12
2352.0,5084.0,Sarah Roberts,75,Rubber Soap,Outdoors,Credit Card,79,1275.28
2353.0,490.0,Kara Wells,23,Shirt,Beauty,Wallet,86,78.71
2354.0,11248.0,Christopher Rodriguez,48,Generic Concrete Fish,Automotive,Credit Card,49,1937.6
2355.0,10512.0,Laura Brown,82,Mouse,Tools,Bank Transfer,82,695.39
2356.0,14595.0,Haley Morales,96,Frozen Shoes,Home,Credit Card,9,1628.5
2357.0,10029.0,Jeffery Paul,41,Generic Plastic Hat,Outdoors,Credit Card,13,766.66
2358.0,11877.0,Elizabeth Santiago,2,Rustic Wooden Car,Books,Debit Card,80,610.24
2359.0,4085.0,Robert Ford,60,Awesome Shirt,Health,Wallet,47,778.96
2360.0,9655.0,Joshua Thompson,61,Soft Tuna,Sports,Credit Card,51,551.57
2361.0,7695.0,Casey Evans,67,Rubber Computer,Electronics,Bank Transfer,59,1464.95
2362.0,10482.0,Christopher Martin,84,Chips,Electronics,Bank Transfer,42,926.26
2363.0,4979.0,Kimberly Cooper,46,Computer,Books,UPI,65,369.72
2364.0,14955.0,Connor Fernandez,78,Intelligent Cotton Ball,Movies,Credit Card,8,739.7
2365.0,11433.0,David Eaton,50,Tuna,Games,UPI,39,853.0
2366.0,3180.0,Jessica Johnson,83,Wooden Tuna,Jewelery,UPI,77,1994.44
2367.0,9099.0,Jonathon Smith,91,Concrete Computer,Sports,Credit Card,84,1248.86
2368.0,10456.0,Jesse Mills,6,Metal Cheese,Electronics,Debit Card,71,745.31
2369.0,11549.0,Madison Hamilton,11,Metal Soap,Movies,Credit Card,7,1411.59
2370.0,10049.0,Michael Griffin,39,Rubber Ball,Music,UPI,52,1308.8
2371.0,8981.0,Darryl Mcfarland,98,Gently Used Steel Shoes,Toys,Bank Transfer,98,387.1
2372.0,5132.0,William Hancock,100,Refined Metal Mouse,Games,Wallet,2,229.81
2373.0,8791.0,Rebecca Campbell,3,Gently Used Soft Gloves,Jewelery,Debit Card,50,1752.84
2374.0,12401.0,Nicholas Smith,29,Rustic Fish,Toys,Debit Card,12,1814.38
2375.0,1907.0,Keith Lozano,96,Generic Shoes,Electronics,Debit Card,40,1721.46
2376.0,11729.0,Amanda Clark,51,Tasty Soft Gloves,Health,UPI,48,990.76
2377.0,10926.0,Noah Cooper,60,Fresh Shirt,Baby,Wallet,15,1677.6
2378.0,3074.0,Billy Sims,77,Pants,Home,Bank Transfer,37,74.86
2379.0,5219.0,Jacob Gordon,67,Rubber Computer,Electronics,Credit Card,66,1464.95
2380.0,3148.0,Cheryl Mason,86,Chair,Computers,Bank Transfer,98,968.39
2381.0,8525.0,Eric Vaughan,81,Refined Granite Chicken,Music,UPI,28,1119.23
2382.0,3474.0,Rachael Perez,73,Intelligent Pants,Electronics,Credit Card,39,1237.3
2383.0,4555.0,Melissa Cook,24,Handmade Sausages,Grocery,Credit Card,52,1609.54
2384.0,6082.0,Sharon Coffey,58,Fantastic Cheese,Movies,UPI,98,769.96
2385.0,2040.0,Justin Hudson,55,Computer,Books,Bank Transfer,42,369.72
2386.0,3520.0,Leonard Fischer,17,Licensed Cotton Chicken,Kids,Credit Card,87,908.14
2387.0,319.0,Thomas Mccormick,66,Awesome Rubber Computer,Baby,Debit Card,58,1290.5
2388.0,9668.0,Mark Liu,98,Gently Used Steel Shoes,Toys,Debit Card,96,387.1
2389.0,14524.0,Pamela Moore,41,Plastic Hat,Movies,Bank Transfer,92,42.52
2390.0,3065.0,Sharon Martin,87,Soft Mouse,Electronics,Credit Card,97,69.65
2391.0,9531.0,Michelle Greene,72,Concrete Computer,Sports,Bank Transfer,48,1248.86
2392.0,4269.0,Joshua Ruiz,47,Shoes,Music,Debit Card,44,1036.25
2393.0,6256.0,Jason Stevens,80,Handmade Soft Pants,Beauty,Debit Card,2,589.27
2394.0,11186.0,Ryan Torres,7,Gorgeous Table,Toys,Wallet,9,471.95
2395.0,1900.0,Carlos Clark,44,Towels,Shoes,Wallet,22,1502.13
2396.0,7637.0,Kevin Smith,64,Frozen Tuna,Toys,,50,1176.36
2397.0,2527.0,Brandy Diaz,73,Soft Pants,Garden,Credit Card,58,405.53
2398.0,12111.0,Lauren Chavez,76,Refined Shoes,Shoes,Debit Card,40,467.93
2399.0,2247.0,Alexa Dominguez,50,Sleek Granite Tuna,Baby,Credit Card,90,1333.44
2400.0,1642.0,Jennifer Thomas,33,Incredible Cheese,Movies,Bank Transfer,7,1344.11
2401.0,9952.0,Elizabeth Wilcox,87,Fantastic Mouse,Clothing,Wallet,20,1609.2
2402.0,7747.0,Kenneth Thompson,47,Rustic Rubber Shoes,Jewelery,Wallet,2,735.43
2403.0,14542.0,Stephanie Sanchez,98,Gently Used Shoes,Toys,Bank Transfer,26,1774.54
2404.0,4434.0,Jessica Price,61,Tuna,Games,UPI,57,853.0
2405.0,11402.0,Brad Barton,52,Ergonomic Soft Pants,Music,Bank Transfer,58,1788.66
2406.0,527.0,Tara Cobb,75,Gently Used Soap,Books,Debit Card,72,526.2
2407.0,10484.0,Shannon Boyd,77,Generic Pants,Outdoors,Credit Card,19,538.25
2408.0,13830.0,Kevin Taylor,43,Awesome Concrete Car,Movies,Debit Card,34,801.35
2409.0,5153.0,Mr. Jason Duran,21,Rubber Bike,Sports,UPI,52,931.44
2410.0,9061.0,Michelle Smith,89,Computer,Books,Bank Transfer,54,369.72
2411.0,12416.0,Christian Wilson,93,Gently Used Tuna,Books,Bank Transfer,37,535.16
2412.0,13051.0,Crystal Moore,58,Plastic Cheese,Grocery,UPI,13,1036.28
2413.0,7283.0,Jasmine Burton,42,Intelligent Pizza,Games,UPI,30,1687.25
2414.0,1112.0,David Potter,88,Hat,Sports,Debit Card,100,1967.38
2415.0,993.0,Bradley Daniels,83,Tuna,Games,UPI,76,853.0
2416.0,4687.0,Rachel Turner,1,Gently Used Wooden Mouse,Games,Credit Card,55,1414.58
2417.0,4877.0,Lacey Olsen,19,Ergonomic Salad,Tools,UPI,97,528.14
2418.0,10876.0,Bruce Rose,74,Wooden Bacon,Music,Debit Card,94,1867.87
2419.0,9900.0,Sandra Solis,42,Intelligent Steel Pizza,Industrial,Credit Card,14,527.47
2420.0,14179.0,Casey Underwood,41,Hat,Sports,Wallet,35,1967.38
2421.0,11749.0,William Price,20,Chips,Electronics,Wallet,7,926.26
2422.0,8311.0,Anthony Dalton,36,Table,Baby,Credit Card,78,1475.53
2423.0,3878.0,Drew Hill,41,Generic Hat,Baby,Credit Card,2,1213.25
2424.0,2554.0,Martin Martin,12,Tuna,Games,UPI,71,853.0
2425.0,13455.0,Cathy Vargas,95,Fish,Industrial,UPI,57,1713.0
2426.0,10175.0,Zachary Ross,5,Sleek Bacon,Home,Wallet,70,1095.8
2427.0,10352.0,Jon White,56,Small Fish,Outdoors,Bank Transfer,64,71.73
2428.0,1944.0,Derek Salinas,53,Metal Bacon,Industrial,Bank Transfer,64,1310.64
2429.0,2523.0,Richard Mason,35,Generic Fish,Industrial,UPI,47,1522.54
2430.0,1170.0,Charles Jordan,31,Unbranded Wooden Chair,Movies,Credit Card,14,1508.98
2431.0,9218.0,Melissa Daniels,71,Table,Baby,Credit Card,52,1475.53
2432.0,9309.0,Desiree Miller,37,Used Wooden Salad,Music,Wallet,58,735.62
2433.0,9017.0,Kelly Lynch,28,Keyboard,Sports,Debit Card,36,422.75
2434.0,5462.0,Chris Boyer,14,Used Frozen Keyboard,Books,Debit Card,4,1419.16
2435.0,2235.0,Nathan Chase,26,Fantastic Chips,Clothing,Debit Card,94,510.9
2436.0,106.0,Stephanie Smith,46,Steel Computer,Garden,Wallet,78,158.96
2437.0,14947.0,Elizabeth Higgins,61,Tuna,Games,UPI,85,853.0
2438.0,1564.0,Tyler Krueger,16,Unbranded Metal Shoes,Health,Bank Transfer,57,989.38
2439.0,13399.0,Michael Vargas,78,Ball,Garden,Bank Transfer,2,705.26
2440.0,7602.0,Stephanie Riley,45,Pants,Home,Credit Card,12,74.86
2441.0,11889.0,Lisa Wolfe,34,Handcrafted Fresh Chicken,Games,Credit Card,52,1310.45
2442.0,10922.0,Sean Schmidt,97,Ball,Garden,Wallet,43,705.26
2443.0,13581.0,John Riley,39,Sleek Rubber Ball,Tools,Debit Card,61,347.94
2444.0,374.0,Nathan Norman,11,Soap,Sports,Wallet,43,633.73
2445.0,6951.0,Terri Gibson,75,Gently Used Soap,Books,Debit Card,55,526.2
2446.0,5246.0,Felicia Burns,99,Plastic Hat,Movies,UPI,8,42.52
2447.0,1649.0,Jessica Gonzalez,53,Metal Bacon,Industrial,Credit Card,46,1310.64
2448.0,2902.0,Laura Reid,51,Tasty Gloves,Industrial,Wallet,79,60.4
2449.0,1150.0,Joseph Allen,52,Ergonomic Soft Pants,Music,Wallet,61,1788.66
2450.0,14855.0,Jonathan Lewis,10,Ergonomic Cheese,Toys,Bank Transfer,92,286.79
2451.0,10324.0,Brandon Parsons,22,Steel Mouse,Grocery,UPI,73,1488.7
2452.0,2023.0,Wesley Anthony,1,Gently Used Wooden Mouse,Games,Debit Card,56,1414.58
2453.0,4499.0,Sherry Steele,99,Handmade Plastic Hat,Computers,Wallet,83,1804.4
2454.0,8013.0,Richard Hartman,88,Granite Hat,Clothing,Wallet,46,1499.14
2455.0,10143.0,Robert Stevens,48,Concrete Fish,Kids,Credit Card,38,514.36
2456.0,7758.0,Thomas Cruz,12,Frozen Tuna,Toys,Bank Transfer,72,1176.36
2457.0,12811.0,Tracie White,35,Generic Fish,Industrial,Bank Transfer,15,1522.54
2458.0,7460.0,Karen Wilson,90,Rustic Ball,Grocery,UPI,26,58.59
2459.0,9851.0,Sharon Herrera,17,Licensed Chicken,Industrial,Wallet,9,1891.38
2460.0,6180.0,Brian Hudson,80,Handmade Pants,Clothing,UPI,15,314.31
2461.0,6338.0,Thomas Arnold,27,Unbranded Cotton Pizza,Beauty,Wallet,52,894.7
2462.0,3437.0,Christopher Foley,28,Soft Keyboard,Kids,Wallet,40,863.25
2463.0,6809.0,Brittany Brown,75,Rubber Soap,Outdoors,Bank Transfer,36,1275.28
2464.0,10105.0,Joseph Stephens,21,Bike,Clothing,Credit Card,28,1126.39
2465.0,2549.0,Carrie Davis,55,Fantastic Concrete Computer,Tools,UPI,24,347.77
2466.0,6086.0,Cynthia Padilla DVM,36,Table,Baby,UPI,15,1475.53
2467.0,290.0,Gina Henry,53,Fantastic Bacon,Jewelery,Wallet,37,1485.29
2468.0,7136.0,Zachary Dudley,84,Awesome Steel Chips,Toys,Debit Card,76,997.24
2469.0,9935.0,Nicholas Smith,18,Bike,Clothing,Debit Card,36,1126.39
2470.0,9401.0,Jeremy James,24,Handmade Fresh Sausages,Automotive,Debit Card,1,1812.1
2471.0,2625.0,David Hickman,11,New Metal Soap,Games,Bank Transfer,20,1996.1
2472.0,12632.0,Christopher Mejia,68,Refined Soft Chips,Tools,Debit Card,85,100.99
2473.0,5698.0,Danielle Levy,27,Pizza,Home,Bank Transfer,23,843.24
2474.0,12447.0,Chad Gonzalez,77,Pants,Home,Wallet,23,74.86
2475.0,483.0,Rhonda Edwards,75,Gently Used Rubber Soap,Baby,UPI,88,790.56
2476.0,9275.0,Cindy Lewis,10,Rubber Cheese,Baby,Bank Transfer,18,1921.51
2477.0,13313.0,Jared Moran,67,Rubber Computer,Electronics,Bank Transfer,99,1464.95
2478.0,5045.0,Richard Gill,85,Wooden Ball,Baby,UPI,92,544.5
2479.0,750.0,Charles Allen,55,Fantastic Concrete Computer,Tools,Debit Card,99,347.77
2480.0,850.0,Kathleen Cole,78,Cotton Ball,Health,Debit Card,35,391.55
2481.0,6957.0,Harry Mitchell,3,Gloves,Clothing,Credit Card,58,899.27
2482.0,14276.0,Raymond Sanchez,30,Fish,Industrial,Credit Card,30,1713.0
2483.0,10826.0,Adam Stone,6,Cheese,Shoes,UPI,87,1447.84
2484.0,10760.0,Sara Sanchez,84,Steel Chips,Tools,UPI,27,1286.83
2485.0,8424.0,Matthew Miller,2,Rustic Wooden Car,Books,Bank Transfer,6,610.24
