order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,Date,Country,City,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1197.0,5490.0,Lauren Osborne,18,Intelligent Bike,Baby,Credit Card,34,967.78,2021-08-17 17:25:40,United Kingdom,Blyth,www.shawfashion.net,TXN3293704,N,Expired Card
1198.0,1582.0,David Fisher,78,Intelligent Cotton Ball,Movies,Bank Transfer,33,739.7,2023-02-08 22:28:53,Germany,Hermsdorf,www.lewisdeals.io,TXN4104751,Y,
1199.0,5070.0,Bryan Taylor,62,Wooden Cheese,Home,Debit Card,72,1054.48,2025-02-25 09:21:37,Mexico,Zinacantepec,www.coopershop.co,TXN5606093,Y,
1200.0,11155.0,Paul David,53,Fantastic Bacon,Jewelery,Bank Transfer,5,1485.29,2018-08-24 06:43:20,Australia,Hobart,www.torresdeals.net,TXN9269924,N,Invalid CVV
1201.0,13678.0,Nicholas Alexander,89,Computer,Books,Wallet,12,369.72,2020-11-04 16:10:36,Italy,Cesano Boscone,www.sanchezstore.net,TXN2141079,Y,
1202.0,6897.0,Arthur Martinez,12,Frozen Tuna,Toys,Wallet,14,1176.36,2018-05-04 22:24:51,Brazil,Limeira,www.huertastore.in,TXN7420578,Y,
1203.0,9621.0,Tiffany Buck,41,Generic Hat,Baby,Bank Transfer,19,1213.25,2017-06-05 20:50:44,Germany,Wiehl,www.pinedafashion.in,TXN3718404,Y,
1204.0,5848.0,Jennifer Velez,16,Metal Shoes,Tools,Credit Card,20,1138.41,2025-06-14 07:35:48,United States,Dale City,www.ramosdeals.in,TXN5051358,N,Insufficient Funds
1205.0,1787.0,Bryan Reed,22,Practical Mouse,Games,UPI,34,1945.43,2025-01-06 15:36:22,France,Hazebrouck,www.nealharmonshop.net,TXN1893615,Y,
1206.0,2323.0,Amy English,83,Tuna,Games,Debit Card,28,853.0,2016-05-20 11:46:07,United States,Ellendale,www.johnsonfashion.in,TXN7581668,Y,
1207.0,13778.0,Sharon Lee,64,Intelligent Tuna,Health,Bank Transfer,59,157.7,2017-09-13 11:54:34,United States,Pleasure Ridge Park,www.tapiataylorshop.co,TXN6892580,Y,
1208.0,3492.0,Lauren Gonzalez,97,Licensed Granite Ball,Music,Bank Transfer,65,1196.18,2017-09-17 14:50:54,India,Mahna,www.raymullinsfashion.net,TXN3705233,Y,
1209.0,4827.0,Darren Clark,86,Granite Chair,Grocery,Debit Card,71,517.3,2023-08-31 20:07:38,United Kingdom,Heywood,www.johnsondeals.io,TXN1956808,Y,
1210.0,10371.0,Rebekah Hines,66,Rubber Computer,Electronics,Bank Transfer,39,1464.95,2020-04-08 15:20:35,India,Goālpāra,www.herreratech.io,TXN2915730,N,Expired Card
1211.0,6587.0,Jill Spencer,35,Generic Concrete Fish,Automotive,Debit Card,6,1937.6,2024-11-11 06:33:16,United States,Texas City,www.hernandezreidshop.io,TXN4783382,Y,
1212.0,1248.0,Taylor Cowan,37,Salad,Tools,Wallet,13,1761.6,2019-04-07 20:49:56,Brazil,Criciúma,www.lloydthomasmart.net,TXN4499872,Y,
1213.0,14080.0,John Wood,22,Practical Mouse,Games,Debit Card,47,1945.43,2018-10-03 07:02:27,France,Narbonne,www.walkerdeals.in,TXN7967920,Y,
1214.0,2208.0,Tim Smith,34,Fresh Chicken,Tools,Debit Card,76,1494.34,2017-04-01 07:25:32,India,Kaij,www.leefashion.co,TXN6533680,Y,
1215.0,6886.0,Lisa Brennan,10,Ergonomic Rubber Cheese,Automotive,Wallet,43,637.8,2016-10-21 03:36:39,Brazil,Três Coroas,www.martinezdeals.com,TXN8129150,Y,
1216.0,11371.0,Susan Gross,38,Licensed Pizza,Tools,Bank Transfer,51,655.43,2024-10-18 00:51:52,France,Roubaix,www.burtonmart.in,TXN6379897,Y,
1217.0,11168.0,Daniel Rogers,52,Ergonomic Soft Pants,Music,Wallet,31,1788.66,2020-12-13 17:25:32,India,Patdi,www.josephweavertech.co,TXN1142568,Y,
1218.0,4352.0,Sabrina Smith,93,Tuna,Games,,74,853.0,2021-10-31 11:13:59,India,Mīrpeta,www.bauerjonesmarket.io,TXN8248586,Y,
1219.0,9541.0,Eileen Wright,13,Pants,Home,Debit Card,5,74.86,2018-03-19 11:39:47,United States,Plainview,www.piercemarket.com,TXN1906596,Y,
1220.0,9439.0,Jeremy Lambert,17,Licensed Chicken,Industrial,Debit Card,52,1891.38,2017-01-05 22:04:16,Spain,Cadiz,www.norriswoodmart.com,TXN9203370,Y,
1221.0,9690.0,Mike Cochran,59,Rustic Frozen Gloves,Tools,Wallet,28,914.87,2018-06-28 10:33:14,United Kingdom,Gosport,www.kingfashion.io,TXN7047711,Y,
1222.0,10831.0,Christopher Schwartz,94,Wooden Fish,Sports,UPI,4,1020.99,2022-01-13 00:13:01,Brazil,Santo Anastácio,www.robertstech.in,TXN4268075,Y,
1223.0,8235.0,Meghan Briggs,31,Chair,Computers,UPI,96,968.39,2020-03-16 04:22:47,India,Porbandar,www.banksstore.co,TXN5259907,Y,
1224.0,7085.0,Nancy Holland,4,Gloves,Clothing,Debit Card,38,899.27,2020-03-31 12:11:35,United States,Pleasure Ridge Park,www.hickmanmurphyshop.in,TXN3778416,Y,
1225.0,12000.0,Jeremy Rodriguez,14,Keyboard,Sports,Wallet,74,422.75,2018-10-14 17:01:23,United States,Des Moines,www.andrewsfisherdeals.net,TXN9923045,Y,
1226.0,6261.0,Sarah Khan,84,Awesome Steel Chips,Toys,UPI,80,997.24,2018-12-10 05:49:37,Japan,Wajima,www.cooktech.net,TXN6614803,N,Expired Card
1227.0,3694.0,Amy Erickson,6,Rustic Metal Cheese,Health,Debit Card,69,1179.19,2017-02-07 01:29:30,India,Khoni,www.deleondeals.in,TXN9053535,Y,
1228.0,10258.0,Daniel Keller,36,Ergonomic Table,Movies,Credit Card,1,655.68,2020-03-15 03:42:13,United States,Dickinson,www.solomonreynoldsfashion.in,TXN8044600,Y,
1229.0,13665.0,Bruce Jones,13,Awesome Pants,Outdoors,UPI,23,767.6,2025-07-10 05:49:38,India,Digras,www.atkinsontech.co,TXN7368383,Y,
1230.0,4319.0,Kathryn Rivera,16,Unbranded Shoes,Music,UPI,50,1811.75,2017-01-12 05:02:02,India,Kānth,www.franklinsmallfashion.co,TXN7674418,Y,
1231.0,2235.0,Nathan Chase,37,Used Wooden Salad,Music,Credit Card,80,735.62,2018-07-01 23:07:17,Japan,Koga,www.choibarrettfashion.in,TXN3797919,Y,
1232.0,10059.0,Dominic West,31,Wooden Chair,Health,Credit Card,62,1037.39,2021-08-05 11:52:50,France,Bourg-la-Reine,www.lucerodeals.io,TXN1831211,Y,
1233.0,11884.0,Beverly Webster,53,Bacon,Jewelery,Wallet,73,556.2,2019-02-26 11:17:44,United States,Sewell,www.adamscantrellshop.com,TXN4323771,Y,
1234.0,3405.0,Tracy Harrison,64,Frozen Tuna,Toys,Debit Card,69,1176.36,2022-08-17 06:18:21,Brazil,Girau do Ponciano,www.robinsonmarket.net,TXN3116558,Y,
1235.0,4984.0,John Hughes,55,Fantastic Computer,Grocery,Bank Transfer,50,89.93,2022-09-20 16:53:28,Japan,Minamiminowa,www.fostermarket.co,TXN9743673,Y,
1236.0,12818.0,Karen Deleon,35,Concrete Fish,Kids,UPI,16,514.36,2023-12-16 10:42:08,Japan,Nomimachi,www.johnsonshop.co,TXN9948220,Y,
1237.0,4709.0,Riley Reese,88,Hat,Sports,Wallet,2,1967.38,2022-11-23 00:00:38,India,Godda,www.thompsontech.io,TXN3415161,Y,
1238.0,1102.0,Bonnie Norris,9,Used Granite Soap,Music,UPI,32,771.37,2021-01-28 11:43:45,Brazil,Colina,www.grahammart.in,TXN6597978,Y,
1239.0,3375.0,Mrs. Kathleen Rodriguez,25,Hat,Sports,Wallet,16,1967.38,2020-09-21 08:09:45,Canada,Petawawa,www.daviswalkermarket.in,TXN7829849,Y,
1240.0,5494.0,Debra Turner,100,Mouse,Tools,UPI,38,695.39,2024-12-05 23:34:32,United States,Bellingham,www.masseybakershop.co,TXN9250470,Y,
1241.0,6550.0,Gina Hughes,64,Intelligent Frozen Tuna,Computers,Credit Card,39,100.23,2025-09-21 12:38:34,Brazil,Bariri,www.gomezhoustonfashion.com,TXN9045296,Y,
1242.0,4608.0,Ms. Karen Owens,66,Computer,Books,UPI,11,369.72,2018-01-22 02:51:06,India,Shāhābād,www.allenmarket.co,TXN4444120,Y,
1243.0,303.0,Wayne Lee,100,Metal Mouse,Industrial,UPI,95,567.35,2018-11-30 17:13:33,United Kingdom,Rhondda,www.nguyenshop.co,TXN4568738,N,Expired Card
1244.0,3040.0,Teresa Walker,15,Ball,Garden,Wallet,40,705.26,2017-10-15 11:39:41,United States,Plymouth,www.wilkinsonmarket.com,TXN4436289,Y,
1245.0,1082.0,Ryan Medina,88,Granite Hat,Clothing,Credit Card,42,1499.14,2018-02-07 03:59:31,Italy,Cardito,www.burnettstore.com,TXN2319523,Y,
1246.0,7322.0,Jessica Jacobson,33,Cheese,Shoes,Wallet,34,1447.84,2022-04-26 16:46:39,France,Saint-Égrève,www.watersmarket.in,TXN4130066,Y,
1247.0,1777.0,Nicole Wolf,16,Unbranded Shoes,Music,Bank Transfer,19,1811.75,2022-09-16 20:59:06,United States,Great Falls,www.mitchellhowardstore.co,TXN4586088,Y,
1248.0,9287.0,Jaime Dominguez,32,Concrete Computer,Sports,Bank Transfer,69,1248.86,2019-06-25 18:49:49,United Kingdom,Newmarket,www.adamslevytech.co,TXN7166047,Y,
1249.0,5233.0,Carlos Blake,3,Gently Used Soft Gloves,Jewelery,UPI,38,1752.84,2020-07-05 03:15:20,India,Bhanjanagar,www.nguyentech.in,TXN9357711,Y,
1250.0,5301.0,Bradley Patterson,1,Mouse,Tools,Debit Card,81,695.39,2023-09-08 03:42:05,Mexico,Jocotepec,www.mendozashop.co,TXN5073805,Y,
1251.0,12239.0,Aimee Calhoun,9,Soap,Sports,Credit Card,54,633.73,2025-04-13 04:56:07,United States,Liberal,www.romerorothfashion.net,TXN4506693,Y,
1252.0,13316.0,Ashley Dickerson,94,Incredible Fish,Baby,UPI,50,734.24,2016-03-29 11:58:47,India,Mahālingpur,www.burgessshop.net,TXN8428490,N,Card Declined
1253.0,5380.0,Susan Jenkins,79,Refined Granite Mouse,Industrial,Debit Card,93,1315.5,2017-06-12 09:08:50,Brazil,Madalena,www.taylorstore.net,TXN4052216,Y,
1254.0,2647.0,Michael Miles,12,Frozen Tuna,Toys,Wallet,8,1176.36,2020-05-26 03:02:42,India,Vāniyamkulam,www.walshtech.com,TXN5797973,Y,
1255.0,13207.0,Roy Phelps,43,Awesome Concrete Car,Movies,Wallet,67,801.35,2019-04-20 08:24:03,Australia,Cairns,www.sandersrobinsonstore.in,TXN7052304,Y,
1256.0,8137.0,Anna Dillon,53,Fantastic Metal Bacon,Health,Bank Transfer,84,765.4,2017-05-19 14:28:10,Spain,La Rinconada,www.dixonmurraymart.in,TXN6948003,Y,
1257.0,10718.0,Carl Myers,45,Pants,Home,UPI,17,74.86,2022-10-11 12:34:19,Brazil,Poxoréu,www.dickersontech.com,TXN5099004,Y,
1258.0,894.0,Drew Frazier,60,Awesome Fresh Shirt,Industrial,Debit Card,47,1006.44,2024-10-29 01:17:11,United Kingdom,Newton Abbot,www.hernandezshop.co,TXN1915927,Y,
1259.0,3162.0,Alexander Parker,39,Ball,Garden,Debit Card,99,705.26,2015-11-06 20:00:35,India,Chetput,www.crosstorresdeals.io,TXN3654219,Y,
1260.0,14228.0,Bernard Smith,69,Ergonomic Salad,Tools,Credit Card,69,528.14,2020-01-16 05:04:16,India,Homnābād,www.taylorphillipsmarket.net,TXN4209610,Y,
1261.0,7252.0,Diana Hickman,43,Car,Home,Credit Card,76,1543.38,2016-03-23 07:24:07,Germany,Herzogenaurach,www.vegashop.in,TXN8397971,Y,
1262.0,8510.0,Reginald Williams,20,Chips,Electronics,Credit Card,84,926.26,2016-04-15 11:29:00,United States,Oak Grove,www.gonzaleztrevinostore.io,TXN8625182,N,Expired Card
1263.0,655.0,Chelsea Smith,11,New Metal Soap,Games,Wallet,42,1996.1,2018-07-09 01:20:37,India,Kālappatti,www.salazarmart.in,TXN2327102,Y,
1264.0,14485.0,Tyrone Williams,95,Tasty Soft Fish,Tools,Wallet,47,1747.7,2024-01-13 17:36:23,United States,Newton,www.robinsondeals.com,TXN9859984,Y,
1265.0,2156.0,Jessica Clark,62,Wooden Cheese,Home,Debit Card,8,1054.48,2025-10-06 16:25:32,Brazil,Campinas,www.williamstech.io,TXN5314006,Y,
1266.0,7273.0,Jeffrey Hall,6,Metal Cheese,Electronics,Wallet,8,745.31,2020-10-18 08:15:45,Japan,Komagane,www.butlerjohnsonmarket.co,TXN5241369,Y,
1267.0,4654.0,George Edwards,47,Rustic Rubber Shoes,Jewelery,Debit Card,84,735.43,2023-01-06 03:49:00,United States,Marshalltown,www.odonnellmarket.com,TXN9117298,Y,
1268.0,9363.0,Daniel Miller,15,Ball,Garden,Bank Transfer,25,705.26,2018-10-11 13:07:02,United States,Roswell,www.davistech.in,TXN1626318,Y,
1269.0,14812.0,Jennifer Smith,30,Awesome Fish,Industrial,Credit Card,58,19.11,2020-04-03 20:55:30,India,Naraura,www.andersonfashion.co,TXN9075169,Y,
1270.0,2469.0,Billy Garza,9,Used Soap,Home,Wallet,34,474.95,2020-04-26 16:04:52,Brazil,Brodowski,www.wellsstore.io,TXN6987474,Y,
1271.0,4117.0,Courtney Williams,21,Rubber Bike,Sports,UPI,36,931.44,2016-12-09 12:53:58,Brazil,Rio Claro,www.princeaguilarfashion.in,TXN1909688,N,Network Error
1272.0,14415.0,Robert Carlson,82,Unbranded Mouse,Clothing,Debit Card,11,766.68,2022-07-08 05:12:59,India,Jammu,www.gordonfashion.in,TXN9742027,N,Expired Card
1273.0,10309.0,Jeffrey Sherman,6,Metal Cheese,Electronics,UPI,98,745.31,2017-07-01 17:04:00,Spain,Llefià,www.portermillermarket.net,TXN6278959,Y,
1274.0,3880.0,Kevin Warren,88,Granite Hat,Clothing,Wallet,88,1499.14,2018-08-01 04:51:32,Brazil,Ipaba,www.joneshopkinsstore.io,TXN1890379,Y,
1275.0,3341.0,Carmen May,17,Cotton Chicken,Sports,Debit Card,70,1377.85,2022-09-26 14:12:09,United States,Howard,www.lovedeals.in,TXN4261098,Y,
1276.0,3945.0,Sarah Ingram,2,Rustic Wooden Car,Books,Bank Transfer,35,610.24,2019-01-19 23:27:39,Spain,Puertollano,www.ortizstore.io,TXN3998286,Y,
1277.0,12775.0,Ricky Obrien,70,Metal Keyboard,Garden,Wallet,81,1827.87,2023-04-13 07:30:53,Mexico,Benito Juárez,www.crawfordmarket.io,TXN9098244,N,Network Error
1278.0,9844.0,Brandy Thomas,93,Gently Used Tuna,Books,UPI,1,535.16,2019-07-31 20:33:43,Japan,Annaka,www.baileystore.co,TXN5839585,Y,
1279.0,2997.0,Darren Reed,39,Sleek Ball,Clothing,UPI,6,54.78,2024-05-23 20:30:40,India,Kudāl,www.shermandeals.in,TXN1807816,N,
1280.0,395.0,Alex Martinez,67,Intelligent Computer,Garden,Debit Card,42,1758.83,2021-09-16 03:53:53,India,Kattivākkam,www.olsonwrighttech.com,TXN2010571,Y,
1281.0,7089.0,Shawn Larson,90,Ball,Garden,Wallet,44,705.26,2019-04-27 09:45:13,Spain,Castelldefels,www.haynestech.net,TXN7520078,Y,
1282.0,2014.0,James Moon,35,Generic Fish,Industrial,UPI,53,1522.54,2025-04-22 03:28:32,United States,Massapequa Park,www.wilsonfashion.net,TXN8863308,Y,
1283.0,4282.0,Amy Rhodes DDS,9,Used Granite Soap,Music,Bank Transfer,100,771.37,2023-05-17 01:11:34,Brazil,Cândido Mota,www.careydeals.co,TXN5950588,Y,
1284.0,7867.0,Elijah Gilbert,99,Plastic Hat,Movies,Debit Card,75,42.52,2016-11-09 09:41:32,Mexico,Chiapa de Corzo,www.walkershop.io,TXN2168885,Y,
1285.0,6048.0,Ashley Barber,16,Metal Shoes,Tools,Debit Card,51,1138.41,2018-06-12 15:44:29,Spain,Chipiona,www.scottdeals.co,TXN3553835,Y,
1286.0,14070.0,Steven Bradshaw,95,Soft Fish,Electronics,Credit Card,56,1605.59,2017-12-08 09:25:09,Brazil,São Paulo,www.smithstore.co,TXN4876339,N,Expired Card
1287.0,9083.0,Derek Jones,34,Handcrafted Fresh Chicken,Games,Debit Card,81,1310.45,2019-06-13 00:08:49,India,Dabwāli,www.estradatech.net,TXN4923149,Y,
1288.0,9651.0,Nicole Hogan,37,Salad,Tools,Bank Transfer,58,1761.6,2020-06-27 06:38:39,United Kingdom,Bangor,www.berrystore.net,TXN2901424,Y,
1289.0,5886.0,Andrew Kelly,93,Gently Used Tuna,Books,UPI,64,535.16,2023-07-18 13:02:52,Germany,Sulzbach-Rosenberg,www.martinezhuntdeals.io,TXN7479279,Y,
1290.0,5562.0,Rebecca Simmons,100,Mouse,Tools,Wallet,34,695.39,2019-02-16 02:33:25,Brazil,Tijucas do Sul,www.snyderstore.co,TXN5844284,Y,
1291.0,1695.0,Kyle Harper,96,Generic Shoes,Electronics,UPI,11,1721.46,2024-07-29 01:22:54,France,Montbrison,www.bairdharveystore.io,TXN1157566,Y,
1292.0,14895.0,John Griffin,21,Bike,Clothing,Debit Card,79,1126.39,2020-10-08 07:00:09,Canada,Surrey City Centre,www.taylorshorttech.in,TXN4019005,Y,
1293.0,10038.0,Matthew Spears,9,Used Granite Soap,Music,UPI,45,771.37,2019-12-26 15:38:55,Brazil,Cassilândia,www.fordwongmart.net,TXN4690405,Y,
1294.0,7619.0,Aaron Richardson,10,Ergonomic Rubber Cheese,Automotive,Debit Card,77,637.8,2016-01-04 01:19:08,United Kingdom,Hailsham,www.larsoncalhounshop.in,TXN9754661,Y,
1295.0,1228.0,Christopher Butler,46,Steel Computer,Garden,Wallet,70,158.96,2018-03-25 22:08:30,Brazil,Catolé do Rocha,www.reedtech.in,TXN4360579,Y,
1296.0,8858.0,Tracy Torres,88,Hat,Sports,Bank Transfer,15,1967.38,2022-04-01 05:03:35,Mexico,Las Margaritas,www.schwartzdouglasshop.co,TXN9501644,Y,
1297.0,5524.0,Jeffrey Williamson,90,Ball,Garden,Wallet,99,705.26,2018-12-27 11:19:10,United States,Seymour,www.willisstore.io,TXN2020720,Y,
1298.0,14271.0,Rodney Moran,89,Used Cotton Computer,Shoes,Bank Transfer,9,563.2,2019-08-23 13:56:27,Spain,La Laguna,www.johnsontech.co,TXN2194654,Y,
1299.0,1954.0,Elizabeth Roach,56,Fish,Industrial,UPI,37,1713.0,2025-06-21 16:44:46,Brazil,Panelas,www.carterfashion.io,TXN2850631,Y,
1300.0,6037.0,Julia Rodriguez MD,99,Plastic Hat,Movies,Wallet,88,42.52,2016-04-27 11:18:06,Brazil,Blumenau,www.davissanchezmarket.co,TXN3811949,Y,
1301.0,1124.0,Hannah Ochoa,29,Rustic Fish,Toys,Bank Transfer,52,1814.38,2021-07-21 11:40:25,United States,Los Lunas,www.harristech.io,TXN3537931,Y,
1302.0,314.0,Brian Smith,21,Bike,Clothing,Bank Transfer,17,1126.39,2018-09-21 17:21:11,United States,Glastonbury,www.woodtech.in,TXN8450759,Y,
1303.0,2759.0,Eric Wright,85,Wooden Ball,Baby,UPI,92,544.5,2017-01-02 12:36:14,Canada,Brookhaven-Amesbury,www.sparksdeals.io,TXN9183411,Y,
1304.0,6967.0,Crystal Williamson,26,Fantastic Frozen Chips,Industrial,Bank Transfer,5,109.39,2024-09-22 13:32:45,United Kingdom,Banbridge,www.marksdeals.com,TXN2963716,Y,
1305.0,8791.0,Rebecca Campbell,78,Intelligent Ball,Grocery,UPI,6,1112.87,2016-06-07 06:36:01,Japan,Isawa,www.hallmart.co,TXN3938651,Y,
1306.0,11296.0,Amanda Odonnell,4,Awesome Wooden Gloves,Sports,UPI,57,518.37,2022-04-18 18:04:26,United States,Pace,www.jonestech.net,TXN3826628,Y,
1307.0,8377.0,Ann Martinez,78,Intelligent Ball,Grocery,Credit Card,40,1112.87,2021-12-08 12:45:22,United States,Framingham Center,www.halemart.in,TXN8017843,Y,
1308.0,10735.0,Karen Wright,37,Wooden Salad,Clothing,Debit Card,54,822.15,2016-11-13 21:55:38,United States,North Tonawanda,www.bridgesdeals.in,TXN2981816,Y,
1309.0,12839.0,Cassandra Rhodes,66,Rubber Computer,Electronics,Credit Card,44,1464.95,2025-02-12 21:11:30,Germany,Neumünster,www.thompsonshop.io,TXN6166498,Y,
1310.0,13597.0,Tina Wilkinson,53,Metal Bacon,Industrial,Credit Card,52,1310.64,2022-02-10 22:32:00,France,Vauréal,www.ellisdeals.co,TXN1592826,N,Invalid CVV
1311.0,2173.0,Jessica Simpson,49,Rubber Computer,Electronics,UPI,81,1464.95,2019-06-24 21:11:23,France,Saint-Égrève,www.gonzalezmart.co,TXN7201480,Y,
1312.0,14977.0,Ronald Vance,32,Fantastic Concrete Computer,Tools,UPI,90,,2016-02-05 07:11:51,Japan,Minami-Sōma,www.robinsondeals.com,TXN9973269,Y,
1313.0,7381.0,Michael Hammond,25,Small Plastic Hat,Grocery,Bank Transfer,95,170.23,2016-05-30 11:13:00,United Kingdom,Port Tommyland,www.ashleydeals.com,TXN4918707,Y,
1314.0,1077.0,Colleen Reed,64,Tuna,Games,Debit Card,26,,2021-04-27 08:09:00,Mexico,Victoria de Durango,www.larsonbushfashion.co,TXN2708908,Y,
1315.0,14060.0,Toni Mclaughlin,3,Gently Used Gloves,Movies,Credit Card,15,1730.97,2024-03-25 21:26:10,Brazil,Trizidela do Vale,www.carrfrancistech.io,TXN3037453,Y,
1316.0,9661.0,Judy Fisher,28,Soft Keyboard,Kids,Bank Transfer,72,863.25,2024-08-25 07:29:00,Italy,Fondi,www.marshthomasmarket.com,TXN7491348,Y,
1317.0,9885.0,Erik Smith,89,Computer,Books,UPI,87,369.72,2017-04-11 19:13:52,India,Marampilly,www.simpsonnielsenmart.io,TXN3031644,Y,
1318.0,13742.0,Jose Carson,100,Mouse,Tools,Bank Transfer,10,695.39,2022-08-26 06:15:26,India,Rājgarh,www.steinshop.com,TXN3149947,Y,
1319.0,6678.0,Jonathan Jones,62,Cheese,Shoes,Wallet,92,1447.84,2023-10-26 11:00:03,Brazil,Ouro Fino,www.gardnertech.io,TXN9192262,N,Card Declined
1320.0,7731.0,Karen Walker,77,Pants,Home,Credit Card,54,74.86,2021-01-06 22:31:01,Japan,Kitsuki,www.gonzalezshop.in,TXN4633269,Y,
1321.0,10702.0,Robert Taylor,97,Licensed Granite Ball,Music,UPI,36,1196.18,2025-09-14 14:11:53,United Kingdom,Newton Mearns,www.harveystevensdeals.co,TXN3249436,Y,
1322.0,3241.0,Michael Lyons,61,Incredible Tuna,Electronics,Wallet,97,1357.75,2020-10-11 23:52:43,Mexico,La Orilla,www.garciamarket.co,TXN9776131,N,Invalid CVV
1323.0,11718.0,Robert Oliver,78,Intelligent Cotton Ball,Movies,Wallet,60,739.7,2020-11-12 13:04:39,United States,Buenaventura Lakes,www.tannershop.net,TXN7474459,Y,
1324.0,2823.0,Bradley Patrick,86,New Chair,Clothing,Debit Card,93,1096.97,2018-06-11 12:31:19,India,Malpe,www.reynoldsstore.in,TXN6115295,Y,
1325.0,7606.0,Alison Garcia,78,Intelligent Cotton Ball,Movies,UPI,91,739.7,2017-08-21 21:53:47,India,Sālamedu,www.craigshop.io,TXN9374853,Y,
1326.0,4019.0,Mark Griffin,59,Gloves,Clothing,Bank Transfer,84,899.27,2022-09-04 13:30:07,Italy,Arpino,www.ayalasawyermarket.com,TXN8046321,Y,
1327.0,8198.0,Julie Robinson,20,Chips,Electronics,Debit Card,36,926.26,2017-06-09 22:07:14,Brazil,Aracoiaba,www.riosmarket.co,TXN8477114,Y,
1328.0,12335.0,James Johnson,29,Granite Fish,Health,Credit Card,52,1952.92,2016-09-26 14:07:58,Japan,Itabashi,www.frederickfashion.net,TXN7541597,Y,
1329.0,12853.0,Sandy Anderson,29,Rustic Fish,Toys,Debit Card,65,1814.38,2020-09-23 20:06:36,Australia,Cranbourne East,www.robinsonhunttech.net,TXN4530866,Y,
1330.0,3063.0,Robert Mcguire,73,Pants,Home,Credit Card,38,74.86,2024-04-11 13:18:19,Japan,Kanuma,www.roblesmart.net,TXN2577468,Y,
1331.0,5413.0,Harold Adams,97,Licensed Ball,Outdoors,Wallet,22,1049.85,2018-12-23 10:04:52,United States,Whittier,www.robinsontech.io,TXN9788040,Y,
1332.0,2869.0,Kenneth Stephens II,58,Cheese,Shoes,UPI,81,1447.84,2023-08-03 20:12:09,India,Nambol,www.simmonsstore.net,TXN8412057,Y,
1333.0,8146.0,Thomas Hoover,18,Bike,Clothing,Wallet,72,1126.39,2024-05-04 11:58:12,India,Chanderi,www.owensbankstech.co,TXN4571541,Y,
1334.0,4359.0,George Williamson,29,Fish,Industrial,Bank Transfer,37,1713.0,2015-12-07 20:11:25,India,Kodamthuruth,www.newmandeleonmarket.net,TXN8155491,N,Card Declined
1335.0,9377.0,Elaine Kelly,3,Gently Used Soft Gloves,Jewelery,Bank Transfer,26,1752.84,2018-03-10 05:51:12,Brazil,Messias,www.ortegamart.in,TXN6707710,Y,
1336.0,6342.0,Kenneth Richmond,65,Cotton Towels,Computers,Wallet,93,1426.31,2022-01-30 07:46:28,India,Tharangambadi,www.kirbydeals.net,TXN8421031,N,Insufficient Funds
1337.0,5363.0,Lisa Scott,29,Fish,Industrial,Wallet,17,1713.0,2021-06-23 07:44:56,Brazil,Capela,www.carlsonmarket.in,TXN6896404,Y,
1338.0,12168.0,Paul Mendoza,53,Bacon,Jewelery,Bank Transfer,34,556.2,2022-11-25 09:42:41,Germany,Braunschweig,www.bellstore.com,TXN7104829,Y,
1339.0,6277.0,Eduardo Stevenson,56,Metal Fish,Health,Debit Card,71,399.76,2022-09-13 20:37:44,Australia,Mandurah,www.averymart.net,TXN2026497,Y,
1340.0,319.0,Thomas Mccormick,47,Rustic Shoes,Sports,Wallet,85,451.21,2024-07-10 00:48:30,India,Kizhariyūr,www.schwartzfashion.com,TXN9612132,Y,
1341.0,4710.0,Peter Wilcox,95,Tasty Fish,Sports,Debit Card,71,1077.28,2018-09-27 09:39:45,Mexico,Cuautla,www.christensenmart.co,TXN3338242,Y,
1342.0,4376.0,Mackenzie Gordon,3,Gently Used Soft Gloves,Jewelery,UPI,63,1752.84,2023-03-16 19:24:39,India,Khagaul,www.suarezruizmarket.com,TXN8986979,Y,
1343.0,13772.0,Mark Maldonado,81,Refined Chicken,Games,Credit Card,92,1815.75,2022-12-16 00:10:09,Canada,Kingston,www.mccallfashion.io,TXN4073900,Y,
1344.0,9600.0,Julie Nelson,21,Rubber Bike,Sports,Credit Card,88,931.44,2021-06-13 22:34:52,Brazil,Jardim Angela,www.cuevasmillertech.net,TXN8418560,Y,
1345.0,10633.0,Paul Hunter,12,Frozen Tuna,Toys,Debit Card,8,1176.36,2022-12-16 02:18:03,Canada,Cranbrook,www.romeromarket.co,TXN1259450,Y,
1346.0,5831.0,Stephen Everett,6,Rustic Metal Cheese,Health,Debit Card,31,1179.19,2016-09-27 07:00:14,India,Kāthor,www.kingstore.co,TXN4997313,Y,
1347.0,12026.0,Cynthia Aguilar,88,Fantastic Granite Hat,Movies,Wallet,5,1154.75,2017-08-31 10:04:34,Japan,Tosu,www.carterbennettstore.co,TXN2647113,Y,
1348.0,2525.0,Christopher West,88,Fantastic Hat,Books,Wallet,46,585.25,2022-12-10 14:52:11,India,Madukkūr,www.rhodesdeals.in,TXN6752422,Y,
1349.0,13241.0,Megan Evans,37,Wooden Salad,Clothing,Bank Transfer,14,822.15,2019-10-09 06:15:54,Spain,Playa del Ingles,www.castilloshop.in,TXN4832106,Y,
